kode;nama
11.08.09.2019;Cot Trueng
11.08.09.2020;Darul Aman
11.08.09.2021;Matang Jeulikat
11.08.09.2022;Lhok Puuk
11.08.09.2023;Ulee Rubek Barat
11.08.09.2024;Ulee Rubek Timu
11.08.09.2025;Bantayan
11.08.09.2026;Teupin Kuyuen
11.08.09.2027;Matang Lada
11.08.09.2028;Ulee Matang
11.08.09.2029;Matang Karieng
11.08.09.2030;Lhok Rambideng
11.08.09.2031;Matang Anoe
11.08.09.2032;Lhok Geulituet
11.08.09.2033;Ulee Titi
11.08.10;Syamtalira Aron
11.08.10.2001;Keude Aron
11.08.10.2002;Dayah Aron
11.08.10.2003;Moncrang
11.08.10.2004;Kanot
11.08.10.2005;Meuria Aron
11.08.10.2006;Mee Aron
11.08.10.2007;Glok
11.08.10.2008;Cibrek Baroh
11.08.10.2009;Cibrek Tunong
11.08.10.2010;Matang Munye
11.08.10.2011;Pante
11.08.10.2012;Keutapang
11.08.10.2013;Blang
11.08.10.2014;Teungoh
11.08.10.2015;Tanjong Krueng Pase
11.08.10.2016;Mesjid
11.08.10.2017;Keude Teupin Punti
11.08.10.2018;Kumbang
11.08.10.2019;Gampong U
11.08.10.2020;Calong
11.08.10.2021;Manyang Baroh
11.08.10.2022;Peurupok
11.08.10.2023;Alue Gunto
11.08.10.2024;Pulo
11.08.10.2025;Kulam
11.08.10.2026;Ampeh
11.08.10.2027;Dayah Meuria
11.08.10.2028;Mampree
11.08.10.2029;Meucat
11.08.10.2030;Ara
11.08.10.2031;Hagu
11.08.10.2032;Awe
11.08.10.2033;Tanjong Mulieng
11.08.10.2034;Daya Teungku
11.08.11;Syamtalira Bayu
11.08.11.2001;Bale
11.08.11.2002;Bie
11.08.11.2003;Beurandang
11.08.11.2004;Baro Kulam Gajah
11.08.11.2005;Glong
11.08.11.2006;Nibong
11.08.11.2007;Langa
11.08.11.2008;Beunot
11.08.11.2009;Keude Bayu
11.08.11.2010;Blang Bayu
11.08.11.2011;Dayah Tuha
11.08.11.2012;Dayah Baro
11.08.11.2013;Lancok
11.08.11.2014;Punti
11.08.11.2015;Bungong
11.08.11.2016;Baroh Blang Rimueng
11.08.11.2017;Ulee Meuria
11.08.11.2018;Kayee Panyang
11.08.11.2019;Rheng
11.08.11.2020;Trieng Meudurou
11.08.11.2021;Ulee Gampong
11.08.11.2022;Garut
11.08.11.2023;Blang Awe
11.08.11.2024;Pulo Blang Mangat
11.08.11.2025;Cibrek
11.08.11.2026;Pulo Blang Trieng
11.08.11.2027;Meudang Ara
11.08.11.2028;Cot Neuheun
11.08.11.2029;Tumpeun
11.08.11.2030;Alen
11.08.11.2031;Dayah Blang Seureukuy
11.08.11.2032;Blang Patra
11.08.11.2033;Blang Majron
11.08.11.2034;Seuneubok Baro
11.08.11.2035;Buket Glumpang
11.08.11.2037;Alue Majron
11.08.11.2038;Siren Tujoh
11.08.11.2047;Blang Seureukuy
11.08.12;Tanah Luas
11.08.12.2001;Pulo Blang
11.08.12.2002;Matang Ben
11.08.12.2003;Matang Cibrek
11.08.12.2004;Deng
11.08.12.2005;Rawa
11.08.12.2006;Punti Pulo Agam
11.08.12.2007;Alue Pangkat
11.08.12.2008;Teungoh Pulo Agam
11.08.12.2009;Hueng
11.08.12.2010;Pulo U
11.08.12.2011;Alue Keujruen
11.08.12.2012;Paya Beurandang
11.08.12.2013;Manyang Tunong
11.08.12.2014;Meunasah Tutong
11.08.12.2015;Ampeh
11.08.12.2016;Alue
11.08.12.2017;Teungku Dibalee
11.08.12.2018;Keude Blang Jruen
11.08.12.2019;Blang Jruen
11.08.12.2020;Ujong Baroh Berghang
11.08.12.2021;Jeumpa Berghang
11.08.12.2022;Teungoh Berghang
11.08.12.2023;Pante Berghang
11.08.12.2024;Serba Jaman
11.08.12.2025;Rayeuk Naleung
11.08.12.2026;Rangkaya
11.08.12.2027;Paya
11.08.12.2028;Blang Bidok
11.08.12.2029;Rayeuk Kuta
11.08.12.2030;Rayeuk Munye
11.08.12.2031;Ujong Baroh SB
11.08.12.2032;Trieng
11.08.12.2033;Manyang SB
11.08.12.2034;Cibrek
11.08.12.2035;Keutapang
11.08.12.2036;Matang Mane
11.08.12.2037;Alue Gampong
11.08.12.2038;Bayi
11.08.12.2039;Tumpok Aceh
11.08.12.2040;Ulee Buket
11.08.12.2041;Cot Dah
11.08.12.2042;Leupon Siren
11.08.12.2043;Blang Trieng
11.08.12.2044;Alue Sijuek
11.08.12.2045;Hagu
11.08.12.2046;Teupin Mee
11.08.12.2047;Plu Pakam
11.08.12.2048;Blang Pie
11.08.12.2049;Punti Seuleumak Barat
11.08.12.2050;Serba Jaman Tunong
11.08.12.2051;Leuhong
11.08.12.2052;Blang
11.08.12.2053;Tanjong Mesjid
11.08.12.2054;Serba Jaman Baroh
11.08.12.2055;Cot Barat
11.08.12.2056;Matang Baloy
11.08.12.2057;Buket Makarti
11.08.13;Tanah Pasir
11.08.13.2001;Alue
11.08.13.2002;Mee Matang Panyang
11.08.13.2003;Blang
11.08.13.2004;Paloh
11.08.13.2005;Keude Matang Payang
11.08.13.2006;Gampong Pande
11.08.13.2007;Matang Ranup Laseh
11.08.13.2008;Cangguek
11.08.13.2009;Kumbang
11.08.13.2010;Prie
11.08.13.2011;Keutapang
11.08.13.2012;Keude Jrat Manyang
11.08.13.2013;Teupin Gapeuh
11.08.13.2014;Cibrek
11.08.13.2015;Me Merbo
11.08.13.2016;Ulee Tanoh
11.08.13.2017;Matang Janeng
11.08.13.2018;Kuala Keureutou Barat
11.08.14;T. Jambo Aye
11.08.14.2001;Teupin Gajah
11.08.14.2002;Geulumpang Umpung Unou
11.08.14.2003;Ranto Panyang
11.08.14.2004;Seuneubok Doe
11.08.14.2005;Meunasah Geudong
11.08.14.2006;Meunasah Merbo
11.08.14.2007;Tanjong Meunye
11.08.14.2008;Matang Jurong
11.08.14.2009;Tanjong Dalam Utara
11.08.14.2010;Meunasah Dayah
11.08.14.2011;Seuneubok Pidie
11.08.14.2012;Tanjong Menuang
11.08.14.2013;Matang Teungoh-Teungoh
11.08.14.2014;Lhok Reudeup
11.08.14.2015;Lhok Merbo
11.08.14.2016;Tanjong Ara
11.08.14.2017;Alue Ie Mirah
11.08.14.2018;Tanjong Punti
11.08.14.2019;Bukit Alue Puteh
11.08.14.2020;Buket Jrat Manyang
11.08.14.2021;Matang Maneh
11.08.14.2022;Pucok Alue
11.08.14.2023;Matang Serdang
11.08.14.2024;Matang Santot
11.08.14.2025;Buket Padang
11.08.14.2026;Matang Seuke Pulot
11.08.14.2027;Lhok Beuringen
11.08.14.2028;Lueng Tuha
11.08.14.2029;Matang Raya
11.08.14.2030;Tanjong Ceungai
11.08.14.2031;Teupin Bayu
11.08.14.2032;Meunasah Panton Labu
11.08.14.2033;Kota Panton Labu
11.08.14.2034;Rawang Itek
11.08.14.2035;Samakurok
11.08.14.2036;Biara Barat
11.08.14.2037;Biara Timur
11.08.14.2038;Matang Drien
11.08.14.2039;Ceumpeudak
11.08.14.2040;Alue Papeun
11.08.14.2041;Lhok Bintang Hu
11.08.14.2042;Biram Rayeuk
11.08.14.2043;Cot Biek
11.08.14.2044;Matang Arongan
11.08.14.2045;Biram Cut
11.08.14.2046;Buket Batee Badan
11.08.14.2047;Ulee Glee
11.08.15;Sawang
11.08.15.2001;Lagang
11.08.15.2002;Abeuk Reuling
11.08.15.2003;Lhok Krek
11.08.15.2004;Lhok Merbo
11.08.15.2005;Gle Dagang
11.08.15.2006;Kuta Meuligoe
11.08.15.2007;Gampong Teungoh
11.08.15.2008;Babah Buloh
11.08.15.2009;Meunasah Pulo
11.08.15.2010;Punteuet
11.08.15.2011;Pante Jaloh
11.08.15.2012;Lhok Kuyun
11.08.15.2013;Blang Reuling
11.08.15.2014;Lhok Gajah
11.08.15.2015;Teupin Rusep
11.08.15.2016;Ulee Geudong
11.08.15.2017;Tanjong Keumala
11.08.15.2018;Cot Kumuneng
11.08.15.2019;Cot Lambideng
11.08.15.2020;Paya Gaboh
11.08.15.2021;Paya Rabo Lhok
11.08.15.2022;Paya Rabo Timu
11.08.15.2023;Lancok
11.08.15.2024;Rambong Payong
11.08.15.2025;Lhok Bayu
11.08.15.2026;Krueng Baro
11.08.15.2027;Babah Krueng
11.08.15.2028;Jurong
11.08.15.2029;Blang Manyak
11.08.15.2030;Lhok Jok
11.08.15.2031;Blang Teurakan
11.08.15.2032;Sawang
11.08.15.2033;Riseh Baroh
11.08.15.2034;Riseh Teungoh
11.08.15.2035;Riseh Tunong
11.08.15.2036;Gunci
11.08.15.2037;Kubu
11.08.15.2038;Blang Cut
11.08.15.2039;Lhok Cut
11.08.16;Nisam
11.08.16.2015;Paloh Mambu
11.08.16.2017;Blang Karieng
11.08.16.2018;Paloh Kayee Kunyet
11.08.16.2019;Gampong Barat
11.08.16.2020;Meunasah Beunot
11.08.16.2021;Seuneubok
11.08.16.2022;Cot Leupee
11.08.16.2023;Gampong Teungoh
11.08.16.2024;Meunasah Meucat
11.08.16.2025;Meunasah Alue
11.08.16.2026;Panton
11.08.16.2027;Paloh Mampree
11.08.16.2028;Peunayan
11.08.16.2029;Tingkeum
11.08.16.2030;Meunasah Rayeuk
11.08.16.2031;Meunasah Cut
11.08.16.2032;Jeulikat
11.08.16.2033;Alue Bili
11.08.16.2034;Cot Mambong
11.08.16.2035;Blang Dalam Geunteng
11.08.16.2036;Blang Dalam Tunong
11.08.16.2037;Blang Dalam Baroh
11.08.16.2038;Cot Mee
11.08.16.2039;Cot Euntung
11.08.16.2040;Blang Crok
11.08.16.2041;Meunasah Krueng
11.08.16.2042;Binjee
11.08.16.2043;Keutapang
11.08.16.2044;Ulee Blang
11.08.17;Cot Girek
11.08.17.2001;Cot Girek
11.08.17.2002;Lhok Meurbo
11.08.17.2003;Kp. Bantan
11.08.17.2004;Alue Seumambu
11.08.17.2005;Ulee Gampong
11.08.17.2006;Batu XII
11.08.17.2007;Kp. Tempel
11.08.17.2008;Alue Leuhob
11.08.17.2009;Seuneubok Baro
11.08.17.2010;Alue Drien
11.08.17.2011;Cempeudak
11.08.17.2012;Matang Teungoh
11.08.17.2013;Pucok Alue
11.08.17.2014;U Baro.
11.08.17.2015;Trieng
11.08.17.2016;Lhok Reuhat
11.08.17.2017;Lueng Baro
11.08.17.2018;Jeulikat
11.08.17.2019;Gampong Ara
11.08.17.2020;Beurandang Dayah
11.08.17.2021;Beurandang Krueng
11.08.17.2022;Seupeng
11.08.17.2023;Beurandang Asan
11.08.17.2024;Drien II
11.08.18;Langkahan
11.08.18.2001;Cot Bada
11.08.18.2002;Alue Dua
11.08.18.2003;Bantayan
11.08.18.2004;Kampong Blang
11.08.18.2005;Paya Tukai
11.08.18.2006;Matang Keutapang
11.08.18.2007;Krueng Lingka
11.08.18.2008;Simpang Tiga
11.08.18.2009;Matang Rubek
11.08.18.2010;Leubok Mane
11.08.18.2011;Matang Teungoh Selatan
11.08.18.2012;Padang Meuria
11.08.18.2013;Alue Krak Kayee
11.08.18.2014;Tanjong Jawa
11.08.18.2015;Meunasah Blang
11.08.18.2016;Tanjong Dalam Selatan
11.08.18.2017;Geudumbak
11.08.18.2018;Langkahan
11.08.18.2019;Rumoh Rayeuk
11.08.18.2020;Buket Linteung
11.08.18.2021;Lubok Pusaka
11.08.18.2022;Seureuke
11.08.18.2023;Pante Gaki Bale
11.08.19;Baktiya Barat
11.08.19.2001;Keude Sampoiniet
11.08.19.2002;Lhok Iboh
11.08.19.2003;Matang Bayu
11.08.19.2004;Lang Nibong
11.08.19.2005;Blang Seunong
11.08.19.2006;Singgah Mata
11.08.19.2007;Matang Panyang
11.08.19.2008;Matang Ceubrek
11.08.19.2009;Matang Teungoh
11.08.19.2010;Cot Paya
11.08.19.2011;Cot Kupok
11.08.19.2012;Matang Raya Blang Sialet
11.08.19.2013;Pucok Alue Buket
11.08.19.2014;Matang Sijuek Timu
11.08.19.2015;Matang Sijuek Teungoh
11.08.19.2016;Matang Sijuek Barat
11.08.19.2017;Cot Laba
11.08.19.2018;Meunasah Pante
11.08.19.2019;Meurandeh Paya
11.08.19.2020;Cot Murong
11.08.19.2021;Matang Paya
11.08.19.2022;Lhok Euncien
11.08.19.2023;Cot Usen
11.08.19.2024;Meunasah Hagu
11.08.19.2025;Blang Rheue
11.08.19.2026;Paya Bateung
11.08.20;Paya Bakong
11.08.20.2001;Blang Ara
11.08.20.2002;Tgk.Dibanda Pirak
11.08.20.2003;Paya Meudru
11.08.20.2004;Blang Sialet
11.08.20.2005;Buket Guru
11.08.20.2006;Geulumpang Pirak
11.08.20.2007;Alue Lhok
11.08.20.2008;Seuneubok Aceh
11.08.20.2009;Buket Pidie
11.08.20.2010;Kebon Pirak
11.08.20.2011;Alue Leukot
11.08.20.2012;Blang Mane
11.08.20.2013;Peureupok
11.08.20.2014;Ulue Bieng
