kode;nama
11.05.03.2007;Drien Sibak
11.05.03.2008;Tuwi Saya
11.05.03.2009;Lancong
11.05.03.2010;Sipot
11.05.03.2011;Pungki
11.05.03.2012;Gunong Buloh
11.05.03.2013;Ramitie
11.05.03.2014;Lubok Beutong
11.05.03.2015;Gleng
11.05.03.2016;Tanoh Mirah
11.05.03.2017;Gaseu
11.05.03.2018;Lueng Baro
11.05.04;Woyla
11.05.04.2001;Kuala Bhee
11.05.04.2002;Pasi Lunak
11.05.04.2003;Pasi Aceh
11.05.04.2004;Aron Tunong
11.05.04.2005;Aron Baroh
11.05.04.2006;Pasi Pandan
11.05.04.2007;Ranto Panyang
11.05.04.2008;Gempa Raya
11.05.04.2009;Padang Jawa
11.05.04.2010;Ie Itam Tunong
11.05.04.2011;Ie Itam Baroh
11.05.04.2012;Tingkeum Panyang
11.05.04.2013;Lueng Teungku Yah
11.05.04.2014;Lueng Tanoh Tho
11.05.04.2015;Gunong Rambong
11.05.04.2016;Drien Mangko
11.05.04.2017;Gunung Hampa
11.05.04.2018;Lung Jawa
11.05.04.2019;Blang Mee
11.05.04.2020;Alue Blang
11.05.04.2021;Paya Dua
11.05.04.2022;Paya Luah
11.05.04.2023;Pasi Ara Kuala Batee
11.05.04.2024;Alue Sikaya
11.05.04.2025;Darul Huda
11.05.04.2026;Keuleumbah
11.05.04.2027;Jawa
11.05.04.2028;Pulo Ie
11.05.04.2029;Alue Panyang
11.05.04.2030;Cot Keumude
11.05.04.2031;Seumantok
11.05.04.2032;Cot Situah
11.05.04.2033;Jawi
11.05.04.2034;Panton
11.05.04.2035;Pasi Birah
11.05.04.2036;Alue Sundak
11.05.04.2037;Teumarom
11.05.04.2038;Cot Murong
11.05.04.2039;Glee Siblah
11.05.04.2040;Suak Trieng
11.05.04.2041;Cot Lagan Bubon
11.05.04.2042;Bakat
11.05.04.2043;Lueng Buloh
11.05.05;Samatiga
11.05.05.2001;Alue Raya
11.05.05.2002;Cot Darat
11.05.05.2003;Cot Pluh
11.05.05.2004;Cot Seumeurung
11.05.05.2005;Cot Masjid
11.05.05.2006;Cot Lampise
11.05.05.2007;Cot Seulamat
11.05.05.2008;Cot Amun
11.05.05.2009;Deuah
11.05.05.2010;Gampong Teungoh
11.05.05.2011;Gampong Ladang
11.05.05.2012;Gampong Cot
11.05.05.2013;Keureuseng
11.05.05.2014;Krueng Tinggai
11.05.05.2015;Kuala Bubon
11.05.05.2016;Leubok
11.05.05.2017;Lhok Bubon
11.05.05.2018;Leukeun
11.05.05.2019;Mesjid baro
11.05.05.2020;Paya Lumpat
11.05.05.2021;Pinem
11.05.05.2022;Pange
11.05.05.2023;Pucok Lueng
11.05.05.2024;Rangkileh
11.05.05.2025;Reusak
11.05.05.2026;Suak Pandan
11.05.05.2027;Suak Seuke
11.05.05.2028;Suak Pante Breh
11.05.05.2029;Suak Geudeubang
11.05.05.2030;Suak Seumaseh
11.05.05.2031;Suak Timah
11.05.05.2032;Ujong Nga
11.05.06;Bubon
11.05.06.2001;Alue Lhok
11.05.06.2002;Alue Bakong
11.05.06.2003;Beurawang
11.05.06.2004;Blang Sibeutong
11.05.06.2005;Cot Keumuneng
11.05.06.2006;Cot Lada
11.05.06.2007;Gunong Panah
11.05.06.2008;Kuta Padang
11.05.06.2009;Kuala Pling
11.05.06.2010;Layung
11.05.06.2011;Liceh
11.05.06.2012;Peulanteu SP
11.05.06.2013;Rambong
11.05.06.2014;Seumuleng
11.05.06.2015;Suak Pangkat
11.05.06.2016;Seuneubok Trap
11.05.06.2017;Ulee Blang
11.05.07;Arongan Lambalek
11.05.07.2001;Arongan
11.05.07.2002;Alue Bagok
11.05.07.2003;Alue Sundak
11.05.07.2004;Alue Batee
11.05.07.2005;Cot Buloh
11.05.07.2006;Cot Kumbang
11.05.07.2007;Cot Juru Mudi
11.05.07.2008;Drien Rampak
11.05.07.2009;Kubu
11.05.07.2010;Keub
11.05.07.2011;Pante Mutia
11.05.07.2012;Peuribu
11.05.07.2013;Panton Makmu
11.05.07.2014;Panton Bahagia
11.05.07.2015;Peulanteu LB.
11.05.07.2016;Rimba Langgeh
11.05.07.2017;Suak Keumudee
11.05.07.2018;Seuneubok Lhong
11.05.07.2019;Suak Ie Beuso
11.05.07.2020;Suak Bidok
11.05.07.2021;Simpang peut
11.05.07.2022;Seuneubok Teungoh
11.05.07.2023;Teupin Peraho
11.05.07.2024;Ujong Beusa
11.05.07.2025;Ujong Simpang
11.05.07.2026;Gunong Pulo
11.05.07.2027;Karang Hampa
11.05.08;Pante Ceureumen
11.05.08.2001;Seumara
11.05.08.2002;Babah Leung
11.05.08.2003;Babah Iseung
11.05.08.2004;Seumantok
11.05.08.2005;Alue Keumang
11.05.08.2006;Meunuang Kinco
11.05.08.2007;Lango
11.05.08.2008;Sikundo
11.05.08.2009;Lawet
11.05.08.2010;Canggai
11.05.08.2011;Manjeng
11.05.08.2012;Keutambang
11.05.08.2013;Pante Ceuremen
11.05.08.2014;Pulo Teungoh Manjeng
11.05.08.2015;Jambak
11.05.08.2016;Tegal Sari
11.05.08.2017;Gunong Tarok
11.05.08.2018;Suak Awe
11.05.08.2019;Kreung Beukah
11.05.08.2020;Lhok Sari
11.05.08.2021;Babah Krueng Tep Lep
11.05.08.2022;Berdikari
11.05.08.2023;Lhok Guci
11.05.08.2024;Keude Suak Awe
11.05.08.2025;Sawang Rambot
11.05.09;Meureubo
11.05.09.2001;Ranto Panyang Barat
11.05.09.2002;Ranto Panyang Timur
11.05.09.2003;Mesjid Tuha
11.05.09.2004;Ujong Tanoh Darat
11.05.09.2005;Pasi Aceh. Tunong
11.05.09.2006;Pasi Aceh Baroh
11.05.09.2007;Buloh
11.05.09.2008;PuloTeungoh Ranto P.
11.05.09.2009;Paya Baro Ranto P
11.05.09.2010;Ranub Dong
11.05.09.2011;Pasi Pinang
11.05.09.2012;Pasi Mesjid
11.05.09.2013;Meureubo
11.05.09.2014;Langung
11.05.09.2015;Gunong Kleng
11.05.09.2016;Ujong Drien
11.05.09.2017;Peunaga Rayeuk
11.05.09.2018;Peunaga Pasi
11.05.09.2019;Peunaga Cut Ujong
11.05.09.2020;Reudeup
11.05.09.2021;Balee
11.05.09.2022;Paya Peunaga
11.05.09.2023;Ujong Tanjung
11.05.09.2024;Pucok Reudeup
11.05.09.2025;Sumber Batu
11.05.09.2026;Bakit Jaya
11.05.10;Woyla Barat
11.05.10.2001;Blang Luah LM
11.05.10.2002;Cot Rambong
11.05.10.2003;Lhok Malee
11.05.10.2004;Pasi Malee
11.05.10.2005;Napai
11.05.10.2006;Blang Cot Mameh
11.05.10.2007;Blang Cot Rubek
11.05.10.2008;Alue Leuhop
11.05.10.2009;Leubok Pasi Ara
11.05.10.2010;Ulei Pasi Ara
11.05.10.2011;Cot Lagan LM
11.05.10.2012;Lueng Baro
11.05.10.2013;Kulam Kaju
11.05.10.2014;Alue Permen
11.05.10.2015;Peuleukueng
11.05.10.2016;Pasi Jeut
11.05.10.2017;Mon Pasong
11.05.10.2018;Pasi Mali
11.05.10.2019;Karak
11.05.10.2020;Ie Sayang
11.05.10.2021;Ule Pulo
11.05.10.2022;Pasi Panyang
11.05.10.2023;Alue Keumuning
11.05.10.2024;Simpang Keumaron
11.05.11;Woyla Timur
11.05.11.2001;Seuradek
11.05.11.2002;Lubuk Panyang
11.05.11.2003;Paya Baro
11.05.11.2004;Kubu Capang
11.05.11.2005;Pasi Ara WT
11.05.11.2006;Gampong Baro WT
11.05.11.2007;Rambong
11.05.11.2008;Cot Punti
11.05.11.2009;Alue Eumpeuk
11.05.11.2010;Alue Bilie
11.05.11.2011;Pasi Janeng
11.05.11.2012;Tangkeh
11.05.11.2013;Alue Kuyun
11.05.11.2014;Bukit Meugajah
11.05.11.2015;Blang Dalam
11.05.11.2016;Teumiket Ranom
11.05.11.2017;Blang Makmue
11.05.11.2018;Gampong Baro KB
11.05.11.2019;Alue Meuganda
11.05.11.2020;Alue Seuralen
11.05.11.2021;Rambong Pinto
11.05.11.2022;Tuwi Eumpeuk
11.05.11.2023;Blang Luah KB
11.05.11.2024;Seuneubok Dalam
11.05.11.2025;Paya Meugendrang
11.05.11.2026;Gunong Payang
11.05.12;Panton Reu
11.05.12.2001;Mentulang
11.05.12.2002;Mugo Cut
11.05.12.2003;Mugo Rayeuk
11.05.12.2004;Baro Paya
11.05.12.2005;Sibintang
11.05.12.2006;Blang Teungoh
11.05.12.2007;Antong
11.05.12.2008;Ujong Raja
11.05.12.2009;Paya Baro Meuko
11.05.12.2010;Tuwi Buya
11.05.12.2011;Kuala Manyeue
11.05.12.2012;Manggie
11.05.12.2013;Gampong Baro
11.05.12.2014;Tamping
11.05.12.2015;Cot Manggie
11.05.12.2016;Blang Balee
11.05.12.2017;Babah Krueng Manggie
11.05.12.2018;Gunong Mata Ie
11.05.12.2019;Lek-Lek
11.06;KAB. ACEH BESAR
11.06.01;Lhoong
11.06.01.2001;Meunasah Krueng Kala
11.06.01.2002;Jantang
11.06.01.2003;Baroh Krueng Kala
11.06.01.2004;Tunong Krueng Kala
11.06.01.2005;Sungko Mulat
11.06.01.2006;Birek
11.06.01.2007;Kareung
11.06.01.2008;Paroy
11.06.01.2009;Teungoh Blang Mee
11.06.01.2010;Lamkuta Blang Mee
11.06.01.2011;Baroh Blang Mee
11.06.01.2012;Umong Seuribee
11.06.01.2013;Teungoh Geunteut
11.06.01.2014;Baroh Geunteut
11.06.01.2015;Lam Juhang
11.06.01.2016;Utamong
11.06.01.2017;Gapuy
11.06.01.2018;Lamsujen
11.06.01.2019;Mon Mata
11.06.01.2020;Lamgeuriheu
11.06.01.2021;Keutapang
11.06.01.2022;Saney
11.06.01.2023;Cundien
11.06.01.2024;Glee Bruek
11.06.01.2025;Pasi
11.06.01.2026;Pudeng
11.06.01.2027;Meunasah Cot
11.06.01.2028;Meunasah Lhok
11.06.02;Lhoknga
11.06.02.2001;Mon Ikeun
11.06.02.2002;Nusa
11.06.02.2003;Weu Raya
11.06.02.2004;Lamkrut
11.06.02.2005;Lamgaboh
11.06.02.2006;Lambaro Kueh
11.06.02.2007;Lam Ateuk
11.06.02.2008;Kueh
11.06.02.2009;Tanjong
11.06.02.2010;Aneuk Paya
11.06.02.2011;Seubun Keutapang
11.06.02.2012;Seubun Ayon
11.06.02.2013;Lambaro Seubun
11.06.02.2014;Naga Umbang
11.06.02.2015;Lampaya
11.06.02.2016;Meunasah Mesjid Lamlhom
11.06.02.2017;Meunasah Mon Cut
11.06.02.2018;Meunasah Manyang
11.06.02.2019;Meunasah Lam Girek
11.06.02.2020;Meunasah Lambaro
11.06.02.2021;Meunasah Baro Lamlhom
11.06.02.2022;Meunasah Beutong
11.06.02.2023;Mns. Mesjid Lampuuk
11.06.02.2024;Meunasah Belee
11.06.02.2025;Meunasah Karieng
11.06.02.2026;Lamcok
11.06.02.2027;Meunasah Cut
11.06.02.2028;Meunasah Blang
11.06.03;Indrapuri
11.06.03.2001;Reukih Dayah
11.06.03.2002;Indrapuri
11.06.03.2003;Lam Leubok
11.06.03.2004;Empee Ara
11.06.03.2005;Limo Blang
11.06.03.2006;Limo Mesjid
11.06.03.2007;Limo Lamleuweung
11.06.03.2008;Lheue
11.06.03.2009;Meusale
11.06.03.2010;Cureh
11.06.03.2011;Cot Kareung
11.06.03.2012;Lamlung
11.06.03.2013;Meureu Ulee Titie
11.06.03.2014;Meureu Bueng-U
11.06.03.2015;Mureu Baro
11.06.03.2016;Meureu Lamglumpang
11.06.03.2017;Pasar Indrapuri
11.06.03.2018;Manggra
11.06.03.2019;Reukih Kupula
11.06.03.2020;Lam Ilie Mesjid
11.06.03.2021;Lam Ilie Tengoh
11.06.03.2022;Lam Ilie Ganto
11.06.03.2023;Meunara
11.06.03.2024;Aneuk Glee
11.06.03.2025;Krueng Lamkareung
11.06.03.2026;Sinyeu
11.06.03.2027;Seureumo
11.06.03.2028;Ulee Kareung
11.06.03.2029;Lambeutong
11.06.03.2030;Lampupok Baro
11.06.03.2031;Lampupuk Raya
11.06.03.2032;Seulangai
11.06.03.2033;Riting
11.06.03.2034;Sihom Lhok
11.06.03.2035;Sihom Cot
11.06.03.2036;Seuot Baroh
11.06.03.2037;Seuot Tunong
11.06.03.2038;Lampanah Ranjo
11.06.03.2039;Lampanah Teungoh
11.06.03.2040;Lampanah Dayah
11.06.03.2041;Lampanah Baro
11.06.03.2042;Lampanah Tunong
11.06.03.2043;Groet Blang
11.06.03.2044;Groet Manyang
11.06.03.2045;Groet Baro
11.06.03.2046;Jruek Bak Kreh
11.06.03.2047;Jruek Balee
11.06.03.2049;Mon Alue
11.06.03.2050;Lambeunot
11.06.03.2051;Ulee Ue
11.06.03.2052;Lamsiot
11.06.03.2053;Lingom
11.06.04;Seulimeum
11.06.04.2001;Peukan Seulimeum
11.06.04.2002;Keunaloi
11.06.04.2003;Lhieb
11.06.04.2004;Alue Gintong
11.06.04.2005;Gampong Seulimeum
11.06.04.2006;Data Gaseu
11.06.04.2007;Rabo
11.06.04.2008;Gampong Raya
11.06.04.2009;Lamjruen
11.06.04.2010;Buga
11.06.04.2011;Jawie
11.06.04.2012;Alue Rindang
11.06.04.2013;Iboh Tunong
11.06.04.2014;Iboh Tanjong
11.06.04.2015;Seuneubok
11.06.04.2016;Meunasah Baro
11.06.04.2017;Meunasah Tunong
11.06.04.2018;Batee Lhee
11.06.04.2019;Mangeu
11.06.04.2020;Bayu
11.06.04.2021;Ayon
